ID,rating,text,split
56,1,"two meals ,  on the recommendation of a friend who lives near the place ,  and after the second trip ,  i was compelled to write .   rocky  would definitely describe the experiences .  n non the first trip ,  i went to try their  at that time raved about reuben .  and yet to find a true good reuben in da burgh ,  i tried it .  n nwell ,  they were out of the proper bread ,  and the guy had to run to the store to buy the closest thing he could find ,  which was not the proper bread ,  and instead of one of their  raved about  reubens ,  i received two mini reubens ,  which basically took the guts from one reuben ,  and spread it out onto two sandwiches on regular sized bread .  i ate it .  it wasn t great ,  but they swore it was because they d run out of the bread .  bread or not ,  it still wasn t great .  the atmosphere was pleasant in that  blue collar bar  kind of way ,  and the staff was very nice ,  but not a winning pitch on the reuben .  n nthe second trip was after a long day of moving furniture with the same friend .  sat in the back room ,  instead of the bar ,  which felt more like a restaurant ,  of course ,  with the big screen tv covering the sports of the moment .  n ni was in the mood for dinner this time ,  and after a scan ,  decided on fried chicken and mashed potatoes with the salad bar .  my friend ordered one of her faves ,  the breaded pork chops .  n nwe hit the salad bar ,  which was uber basic .  three soups  mostly vegetable loaded ,  which left me out  ,  basic iceberg lettuce mix  very probably out of a bag  ,  a few veggie toppings ,  and three or four dressings .  it was a basic salad ,  no big deal .  more or less an appetizer filler before the meal .  n nthe mind blower in this trip was the ordering of the fried chicken dinner .  our waiter looked like a    year old gas station attendant ,  skinny little blonde guy with a sweet but incredibly naive face ,  and an air of vapidity ,  which was confirmed when i placed my order .  i asked what chicken pieces came in the dinner ,  and asked if it was possible to only get dark meat .  i never imagined how confusing a question that could possibly be .  it literally took him two trips back to the kitchen to  ask  ,  and the child honestly had no clue what  white meat  and  dark meat  meant .  the first answer he came back with was that the chicken came in a pre portioned prepared bag ,  kind of kentucky fried chicken style .  .  . which didn t answer my question ,  thus prompting the second trip .   n nafter the second trip back i heard the cook holler  tell him i ll fix him up  .   n nwell ,  the chicken was prepackaged dreck like you d find in the freezer case of walmart ,  tiny and not good ,  and the potatoes had that slight tinge of chem spuds flavor ,  laden with some kind of chopped up green  parsley ?   ,  and a side of that basic brown gravy served up in   gallon buckets .  n nthank goodness for the basic salad bar .  n neven my friend admitted that her pork chops were different and not what she d expected .  they also appeared to be from a freezer bag .  n nthe irony was that the boy who didn t know white meat from dark meat ,  was chatting with some other customers .  .  . about baseball .  .  . and he was a genius about the mindless sport of baseball .  ahhhh da burgh .  n nthird base ?  nah .  .  . why bother when there are so many other options around .  go on in a grab a beer and chat black and gold if you happen to be in carnegie .  .  . they can help you out all types of ways in that area .  just don t go hungry if you actually have tastebuds .  n nfrom what i understand it  used to be  really good homecooked food .  but apparently ,  mama has left the kitchen . ",val
57,1,"i ve been to this office a good amount of times .   each time the receptionists give of a vibe of entitlement and it is very uncomfortable .   dr .  weinberg herself is very nice ,  but i doubt her ability .  every procedure she has done to my teeth has backfired .  the third and last issue i have is that i always paid cash at the end of my visits and somehow i have received an invoice for     .  i called and of course the receptionist was sassy and rude so i gave up .  will never go back or refer anyone else",val
58,1,"we stopped at papa j s last friday night       for a round of drinks .  there were   of us altogether and we had eaten at another restaurant earlier in the evening .   one member of our party walked up to the bar to let them know we were sitting on the couches along the wall ,  as it was fairly busy that night .  in the short time that he was there ,  a man who was behind the bar looked at him and then turn away without saying a word or notifying anyone else .  he then turned to a waitress who had approached the service area of the bar and asked her if  we could have a server take our drink order .  she said   yep   and then abruptly turned and walked away .  at that point ,  he asked to see the manager  who came a few minutes later .  when my friend told him of what had occurred ,  the manager said   what do you want me to do   ?  n nmy friend said   an apology would be a good start   whereupon the manager looked back at him and said   get out and don t come back    ?  ?  ?  ?  ?  ?  ?  ?  are you kidding ?  ?  ?  ?  n nmy friend is well traveled and frequently stays at higher end hotels and dines at quality restaurants .  he was not screaming or belligerent in any way ,  shape ,  or form  simply informing the manager of what had occurred .   n nthat being said ,  we left and went back to     east ,  where we had previously eaten .  the service there was fabulous ,  as was the meal and the drinks creative and exquisite .  n nthere are new restaurants that have opened in carnegie as of late .  papa j s is no longer the only game in town .   obviously this is the way a simple complaint is handled by management .  appalling !  !   do yourself a favor and frequent any of the other restaurants that are within walking distance of papa j s .  they understand the concept of  customer service . ",val
59,1,"wing sauce is like water .  pretty much a lot of butter and some hot sauce  franks red hot maybe  .   the whole wings are good size and crispy ,  but for    a wing the sauce could be better .  the hot and extra hot are about the same flavor heat .   the fish sandwich is good and is a large portion ,  sides are decent . ",val
60,1,far away from real chinese food .  doesn t even taste good as american style chinese food . ,val
61,1,"used to go there for tires ,  brakes ,  etc .   their prices have gone way up      for   mid level tires for a toyota .   plus ,    of the new tires went flat within   weeks .   since they don  t make appointments ,   the wait to get the tire looked at was    hours .   sorry  can t wait that long to get a warranted repair ,   they lost my business for good . ",test
62,2,"the food is good and its cheap .  n ni mean really inexpensive .  n n   .    for a burger and fries .  add a coke and its like     .        .    for two people .   seldom if ever crowded .   n nservice can be a tad slow but hit or miss .  n nthey also do breakfast and its a great alternative to waiting at eat and park .  n ntry the shakes ,  they re great . ",train
63,2,"great little gem !  the food was fantastic was very food and just the right price .  the italian food was amazing ,  but you can not leave without a dessert and be prepared for giant serving .  i had the carrot cake yummy !  !  def a place everyone should try . ",train
64,2,"i was pleasantly surprised by this restaurant .   came here with no expectations .    n ni was greeted by a large open  garage style  window ,  that opened the whole lounge bar area to the street .   it had modern furnishings and the staff were quite friendly .  n nordered the quattro formaggi pizza .   quite good !  !  !   great balance of cheeses .   not too rich at all .   crust was excellent too .   can t wait to come back . ",train
65,2,"it s yet another michael s ,  and it s a very good one .  recommended always .  for those who love crafting ,  michael s is a godsend . ",train
66,2,"i ve been informed by a fellow yelper that they are just closed for the season ,  i hope they re right !  i find it strange they don t keep their phone number in service with a recording and that they didn t cover the course up to protect it from weather ,  vandalism ,  etc .  either way ,  i can t wait to get my game on in the spring ! ",train
67,2,"all the food is great here .  but the best thing they have is their wings .  their wings are simply fantastic !  !   the   wet cajun   are by the best   most popular .   i also like the seasoned salt wings .   wing night is monday   wednesday night ,     .    whole wings !  n nthe dining area is nice .  very family friendly !  the bar is very nice is well .   this place is truly a yinzer s dream !  !     pittsburgh dad   would love this place n at !  ! ",train
68,2,"i always love a good diner .   gab and eat was just what we were looking for on a saturday morning .   good food .   great people .  pittsburgh ambiance .   n nthis place is obviously a beloved neighborhood gem .   i had french toast and bacon .   the french toast was made with the best italian bread .   my fiance had what they called a  mixed grill .     it consisted of eggs ,  peppers ,  onions and home made sausage .   not something you would eat everyday ,  but he loved it !    they also had great coffee .   they actually ground up the beans in front of us .   now that s fresh .  n nwe want to return sometime for   turkey day .     apparently they made fresh turkey every tuesday .   now that sounds good !  n ncan t wait to return . ",train
69,2,this is a regular go to for me .  i love the food and the service .  they always have the wine that i like and the food is always delicious .  i suggest trying the flourless chocolate cake in the front of the store  in the section where you can buy stuff to take home  .  it is sublime and makes you want to go to a special cozy corner just to eat it and revel in its velvety loveliness . ,train
70,2,"i ve stayed at a couple of extended stay sites that i found quite satisfactory and this location proved to be just as good .  excellent place to stay while visiting pittsburgh .  it is just a five minute drive to downtown .  location is in a business park area so it is quiet .   n nthe rooms contain a nice kitchenette area with a full sized refrigerator ,  sink ,  cabinets and two burners .  there is no oven which i expected as the descriptions all state   full kitchen   so be aware of that .  also they do not keep the dishes ,  pots and pans ,  coffee makers ,  toasters or utensils in the rooms .  if you want them you have to request them at the desk during check in .   n nthe room was clean and well maintained .  cable tv quality is spotty sometimes but not intolerable .  the free wifi is usually fast .   n nthe best part about this location was the staff .  the people at the desk were all very pleasant and welcoming and quite willing to assist with any questions or issues with a smile .   i would definitely stay at this location again and highly recommend it . ",train
71,2,"this is by far the best dentist i have ever been to .   she is honest and never trys to sell you a bunch a stuff that you dont need .  we are very great full that we discovered her .  we adjust our vacations to make sure that we stop in to her office in pennsylvania at least once a year for cleaning and check ups ,  worth the drive from florida . ",train
72,2,"before i finally made it over to this range i heard the same thing from most people   it s just fine to go work on your swing .  i had such a low expectation i was pleasantly surprised .   n nit s a fairly big range   if you are familiar with scally s in moon ,  it seems like it has almost as many tees ,  though its not nearly as nice a facility .   n nthe guys in the pro shop were two of the friendlier guys i ve come across at ranges or at courses .  yards were indeed marked and there are some targets to aim for ,  and even some hazards to aim away from .   n na big red flag to me was the extra charge      to hit off the grass .  i am no range expert ,  but this is the  th one i ve been to and the first i ve seen of that sort of nickel and diming .  .  .  .  n nprice for the golf balls was reasonable and i do plan to be back every week until they close up in october for the season .  hopefully ,  since its for sale ,  it will reopen as a golf facility again . ",train
73,2,"yay ,  i m a fan but sometimes service is a little slow ,  it was very good for us this visit .   go to papa j s every once in a while but mostly for the white pizza .   it is the best white pizza i have ever had .   order the white pizza on our visit this  weekend .  .  .  it has garlic ,  spinach ,  feta cheese and we usually add some veggie on top .   it was delicious !   order fried calamari and it was ok .  .  . note to self next time try the calamari roman style .  n nlike the dinning room with the hardwood floors and bright lighting .    n nthe bar was jumping thou never go to the bar . ",train
74,2,"yay ,  i m a fan of the white pizza .   had take out .    n nthe bar was jumping when i picked up our order .  n nthe white pizza is so delicious .  .  . with garlic ,  spinach ,  feta ,  and added some veggies .   tried the roman style calamari ,  very good better than the fried calamari we had last time . ",train
75,2,"awesome drink specials during happy hour .  fantastic wings that are crispy and delicious ,  wing night on tuesday and thursday ! ",train
76,2,"after a morning of thrift store hunting ,  a friend and i were thinking of lunch ,  and he suggested emil s after he d seen chris sebak do a bit on it and had tried it a time or two before ,  and i had not .  he said they had a decent reuben ,  but to be prepared to step back in time .  n nwell ,  seeing as how i m kind of addicted to late    s and early    s ,  and the whole rat pack scene ,  stepping back in time is a welcomed change in da burgh .  .  . as long as it doesn t involve      ,  which i can see all around me every day .  n nand yet another shot at finding a decent reuben in da burgh .  .  . well ,  that s like hunting the holy grail .  so looking under one more bush certainly wouldn t hurt .  n nso off we go right at lunchtime in the middle of .  .  . where exactly were we ?  at first i thought we were lost ,  driving around a handful of very rather dismal looking blocks in what looked like a neighborhood that had been blighted by the building of a highway .  and then .  .  . aha !  here it is !  and yep ,  there it was .  this little unassuming building with an add on entrance with what looked like a very old hand painted sign stating quite simply  emil s .   n nwe walked in the front door ,  and entered another world .  another time ,  and another place .  oh ,  and any big burrito sousa foodies might as well stop reading now .  i wouldn t want to see you walk in ,  roll your eyes and say  reaaaaaalllly ?   n nthis is about as old world bar lounge restaurant as it gets .  plain ,  with a dark wood bar on one side ,  plain white walls with no yinzer pics ,  good sturdy chairs and actual white linens on the tables .  this is the kind of neighborhood dive that i could see frank and dino pulling a few tables together for some poker ,  a fish sammich ,  and some cheap scotch .  and that is exactly what i love .  n noh .  .  . but good food counts too .   n nwe each had a reuben ,  and my friend had a side of fries .  the reubens were decent ,  but not ny awesome .  a little too thick on the bread ,  but overall ,  tasty and definitely filling .  not too skimpy on the meat .  i seriously crave a true ,  good ny reuben ,  but since i can t afford to travel right now ,  what i find in da burgh will have to do .  but as we sat and ate ,  burgers came out to an adjoining table .  those were some big thick burgers .  a steak went past for the table behind us .  that was huge !  and when we asked about it ,  the waitress said  yeah ,  it s huge and really good ,  and he only charges     .    for it ,  ain t that nuts ?   another table of five came in ,  and wham .  fish sandwiches piled with breaded fish that looked amazing .  yeah ,  i want that ,  that ,  that and that !  n nmy friend also mentioned that they have a chicken parm special one day of the week that is only served until   pm ,  and that it is fantastic .  if only i could get there on that week day before   .  .  .  n nthe waitress did a good job ,  especially since there was quite a growing crowd at lunchtime on a saturday ,  and only one of her .  she kept up and was very friendly .   n nthey only have pepsi products ,  so i had a brewed iced tea ,  which was very fresh ,  and she did pop by to ask about refills as often as she could .  as the lunch hour went on ,  they were getting busy .  n nemil s is no frills ,  good portions ,  very reasonable prices ,  very comfortable neighborhood hole in the wall .  .  . kind of like cheers ,  but in a blue collar neighborhood in the      s .  fan freakin tastic !  i could feel at home here .  n nyou definitely want to hit mapquest or plug in your gps though .  i am not sure that i could find it again on my own .  .  . it really is a hidden gem .  i will be making my friend take me back until i can memorize where the heck it is .  n naddendum   nd visit for the fish sandwich .  excellent .  truly .  a pound of fish on a fish shaped bun  as opposed to da burgh s seemingly popular hamburger bun  .  the fish was flavorful ,  the batter excellent ,  and for just    .  this may have been the best fish sandwich i ve yet to have in da burgh . ",train
77,2,"regarding quality of beverage ,  this is just your average starbucks .  i can t complain but am not blown away either .  however ,  i really like the location of this shop ,  which is located in the center of the waterfront s specialty retail shops .  though in the midst of a lot of retail ,  the surrounding area is very picturesque with pretty green grass ,  flowers ,  and a fountain .  hanging out here is very relaxing . ",train
78,2,"good luck getting a seat ,  that s all i have to say .  the gab and eat is famous and infamous .  diner food is what s up and i like it .  when i was a roofing mechanic ,  we d meet there before work .  although i m not sure i would recommend it if you re working were there s no bathrooms .  hehe",train
79,2,"classic breakfast joint .   grimy looking hole in the wall located on one end of a seedy looking strip mall .   window is opaque due to the grease so you can t hardly see inside .  on the outside ,  there are about a dozen people waiting to get in .   when you finally do get inside ,  you see that there are    tables and a counter ,  all occupied by people from all walks of life .  n nwhat s the attraction behind this flea hole ?   the food !   lots of it and dirt cheap .   i sat at a vacant stool behind the formica counter and ordered the mixed grill .   potatoes ,  eggs ,  sausage ,  bacon and italian toast .   a giant mound of food guaranteed to sooth any hangover .   i swear the full mixed grill had two pounds of food .   neat thing is that the grill is right in front of you so you can see your potatoes and eggs frying in a pool of fresh grease .   all that food ,  plus coffee and tip for around ten bucks .   cash only ,  so put that plastic away .  n nonly bad thing that could happen is some douche bag from the food network or travel channel will make this place famous ,  and then i ll never be able to get in . ",train
80,2,if you are searching for a go to fish place for lent .  .  .  . look no further .   this place will give you the best fish sandwich in pittsburgh .   the sandwich has enough fish to make four sandwiches .   you will not be able to finish this sandwich in one seating .  nenjoy .  .  .  . ,train
81,2,went for breakfast on         .  we received very good service and meal came within a few minutes . waitress could have smiled more but was friendly .   ni had a grand slam .  .  .  it was more than enough food .   nmeal was very tasty .  .  .  we will definitely go back .   nit is a popular denny s . ,train
82,2,"having certain businesses with skill sets in your local neighborhood is important .   i try to keep it as local as possible ,  so when i heard about a tailor in carnegie i was intrigued .   the building is in a strip mall across from carnegie coffee company .   unassuming ,  looks like it is closed all the time ,  until you do a drive by and see the hours posted .   there is a latino man in his    s working when you arrive .   in my mind ,  i imagine a tailor to be older ,  kind of like my grandfather maybe with measuring tape around his neck  textbook movie tailor  ,  so i was a bit trepidatious about dropping off my clothing .   he asks you to go change into a closet  yes ,  a closet to change in with one lightbulb  but all my worries aside ,  the moment he started working on my items i knew he was the real deal .  he learned from his father at the age of    how to sew .  and he does things the correct way .   meaning ,  for example   i took in a pair of khakis all the way down to the cuff ,  but he seamed them up to look exactly the way they were when i first bought them .   most placed will have bulges and puckers .   the rest of my items were just as perfect .   very inexpensive at     for a pair of pants to adjust the hem .   the items were done in a timely manner .   he takes his business very seriously .   while i was there ,  i watched a lady rush in and demand   shirts to be altered in an hour ,  and he did it and charged the same price .   really nice guy ,  please go and support this business to keep him around town ! ",train
83,2,"just to start off ,  we were a party of    ,  which is always a little difficult .   we were celebrating   birthdays .  n nwe loved the food ,  it was delicious .  my husband got a chicken parm sandwich ,  which is served on a yummy flat bread ,  and i got the chicken basil pizza   i got an   cut and several ppl tried it  we all loved it !  it was stunning .   it was made with a very delicious crust ,  nice and crisp ,  not soggy  like pesto pizza can get  n nthe one waitress we had jasmine ,  was fantastic !   she was bright ,  friendly and very knowledgeable about the menu .   she took extra time with the older ladies in our group to help them with their selections .  .  .   n nnow .  .  .  the other waitress .  .  mary something was so incompetent .  .  .   she was awful and rude .   she missed   people on that side of the table failed to take their order and when we said something she said  well they didn t speak up !   ugh .   then when it was time to sing and cut the cake ,  my sister in law said  oh hey can you get the cake so we can sing ?    she came back ,  cut the cake  all crazy with some huge pieces and some super small pieces like she never in her life cut a sheet cake  and we didn t even sing !   we were mad !  !  n nthe place is so pretty ,  they have a new addition that was just built within the last   years  according to my father in law  and its really nice .   they look to have a cool bar area with some modern couches and a really sweet look .     n nso good food ,  great looking place .  .  one bad waitress .  prices are about middle of the road for an authentic italian place ,  nothing crazy .   all in all ,  we d like to go back again ,  but we want jasmine ! ",train
84,2,definitely a greasy spoon !  always packed here and always a wait but worth it .  the omelets are really tastey especially with their homemade sausage .  i also like the mixed grill .   my parents love their burgers .  took off a star for lumpy booths and really tight tables  your arm gets hit when someone walks past  oh and waitresses aren t very attentive . ,train
85,2,great little place .  treats you like a local . eaten here   times a week for a month .   same overtime .  barb is always here . ,train
86,2,"i belong to this gym .  .  .   i live in the south section of pittsburgh ,  and i find that this gym is not too far from me .   the staff is friendly ,  the equipment is quite good .   you get two free personal training sessions when you join .   they have lots of weights  which my boyfriend uses  and a decent cardio room .   the only thing i would say is to increase some of the cardio equipment .   water is only    a bottle ! ",train
87,2,"this is a hidden gem ,  no really .  it took us forever to find but well worth it .  it is right across the street from the rankin police station .  the menu has a wide selection ,  i really couldn t decide what i wanted but i went with the ribeye sandwich .  i m glad i did too .  huge sandwich !  i added mushrooms ,  it was very flavorful .  my boyfriend got the fish sandwich ,  he enjoyed it as well .  fast and friendly service .  will definitely be back . ",train
88,2,"i drove by yesterday to get a sneak peak .   it re opens on july   th and i can t wait to take my kids .   the new range looks amazing .   the entire range appears to be turf ,  which may or many not help your game ,  but it looks really nice .   the tee boxes look state of the art and the club house looks like something you ll see on a newer course .   can t wait to experience it ! ",train
89,2,"italian dinners ,  american ,  endless soup and salad bar is great .  most food for your dollar .  i highly recommend .  great bar .  good place to watch a game .  the bar can get quite noisy in the evenings ,  but it adds to the great atmosphere at rocky s",val
90,2,"the biggest breakfast in pittsburgh ,  as far as i can tell   and delicious and cheap too .  i ordered some mix of eggs ,  bacon and pancakes   and got   dinner sized plates ,  one loaded with pancakes and the other stuffed with eggs ,  bacon ,  and home fries .  oh ,  and a side of toast .  for under    ,  if i recall .  n nhuge portions ,  all well executed  as good as deluca s .  n ni ve not had anything besides breakfast ,  so can t comment on the burger or anything else .  n ncramped quarters ,  and you ll have to wait ,  but when nothing but monster morning food will do ,  this is the destination . ",val
91,2,"perfect time with hubby ,  after work which is   am and you can still have a hot nice meal ,  waitress was such an adorable girl .  her arm was broken or smth but she still dis a great job !  nstrawberry lemonade was just smth i have been craving for for so long but did not know what it was     nstrawberry milkshake ,  nachos and t bone steak is smth we never stop ordering !  nits always nice when u go late at night like us ,  it is not crowded ,  not noisy ,  nice music playing and always nice people around .   nif you want smth quick and it is late at night then i would say denny s ! ",val
92,2,"cheap ,  unpretentious ,  and ,  for this ,  one of my favorite breakfast joints in the country .   simply put i love it here .   the mixed grill ,  the sausage and egg on a biscuit ,  the home fries .   this it the very definition of diner .   thank you gab  n  eat ! ",val
93,2,"been going to dr .  goldberg for over    years .  i think i was one of his  st patients when he started at mhmg .  he s been great over the years and is really all about the big picture .  it is because of him ,  not my now former gyn dr .  markoff ,  that i found out i have fibroids .  he explores all options with you and is very patient and understanding .  he doesn t judge and asks all the right questions .  very thorough and wants to be kept in the loop on every aspect of your medical health and your life . ",val
94,2,"i ve lived in pittsburgh for   years ,  and in carnegie for over   years ,  and by far ,  this is the best greasy spoon joint i ve found .  if you can stomach the wait  no reservations ,  naturally  ,  you ll enjoy overflowing plates of goodness ,  thanks to the well seasoned griddle where all of the food is made .   n nhere are the highlights  n n cheap  breakfast for two can be well under     ,  with lunch around the same .  n crowded  get there early and expect to wait .  they close pretty early on the weekends too  oddly ,  at      pm  n cash only n huge portions  when ordering fries or homefries ,  always get the half order ,  unless you re a lumberjack n about those homefries  they re often undercooked .  i ve had better ,  believe me .  my favorite things to eat in life are potato products .  n my favorite item  hot sausage sandwich on thick italian toast ,  with cheese ,  lettuce ,  tomato and mayo",val
95,2,"barb s country junction gets a   star rating for me because it is truly everything that a pittsburgh restaurant should be .   in addition to being the apple of my nostalgia s eye ,  it is also the constant thought of my tummy when i m hungry on the weekends .    n nbarb s breakfasts cannot be beat ,  but truly any meal you get there you won t regret .   everything is made to order ,  with fair portions ,  and great prices .  my recommendation is a breakfast sandwich on a bagel and a coffee .   there s nothing better than drinking from a cup that could have come from your grandma s kitchen .  n ni know that gab n eat is nearby ,  and barb s can be a little weird get to with the strange traffic pattern but this really is a gem of carnegie that you ve gotta try ! ",val
96,2,great location !   close to shops and theatre .   nice staff . ,val
97,2,"papa j s is by far my favorite restaurant in pittsburgh ,  my hometown .   i eat there almost every time i visit ,  and everything i ve ever ordered has been fantastic .   fresh ingredients ,  simple preparation ,  reasonable prices .   also ,  they make the best pizza in town hands down . ",val
98,2,wonderful reuben .   map shown on yelp page is incorrect .  it is actually a different hawkins .   i d recommend a call for directions              . ,val
99,2,"best breakfast spot in the area ,  if you like diner food it is the place to go .  small ,  so you will want to avoid the church crowd on sundays ,  but the wait is never too long .   everyone is friendly and has obviously been working there for a while .   if you are feeling like lunch food go a little later ,  their burgers are made on the breakfast griddle and are delicious . ",val
100,2,"ok ,  its friday night and have about    minutes to eat .  driving by papa j s and w says ,  lets stop in and get a quick dinner .   n nadvice host that we are in a hurry .   the host advised us it is a    minute service .  the place was crowded ,  we were seated at the last open table .  however our waiter ,  jason ,  said he will do his best to get as out on time .  we ordered our dinner immediately ,  with a salad and a glass of wine .  in a few minutes we had our wine ,  then in a few more seconds we had our salads and some great homemade italian bread with some olive oil and balsamic ving .  for dipping .   yum !  n njust as we were finishing our salads our dinners were delivered .  great job jason !  the fettuccine carbanara was very good  a thick cream sauce with bacon and ricotta .   in and out in    minutes .   now that is some good service . ",test
